0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,emotion
-670.19543,65.06385,0.88895434,14.715978,9.182164,0.6605748,-3.846836,-3.583946,-12.959006,-3.300133,0.9107795,-3.5970356,2.3762743,-4.3889413,0.54508036,0.89185154,-4.802591,-2.105414,-1.6059692,-1.0523903,-7.067281,-0.623061,-2.72803,-5.307361,-1.9691164,-0.94615287,-5.721111,0.33299097,-2.5438452,0.18220842,-2.3510973,-2.504727,-3.1515071,-2.1908991,-3.8017602,-1.8130877,-1.2612225,-2.1449544,-4.152173,-1.7796154,0.625735,0.5941298,0.520973,0.5153608,0.5284461,0.5051755,0.5478906,0.6119738,0.6394269,0.60572124,0.6004768,0.5515624,1.5770182e-06,6.58293e-05,0.004280897,0.024741283,0.037075043,0.020891946,0.0040807636,0.02197611,0.02913391,0.024165682,0.025934476,0.012694712,0.009387416,0.008624349,0.017828248,0.043020893,0.05885912,0.015296882,0.011257556,0.021593327,0.04586914,0.016159464,0.002412095,0.0046272506,0.01466388,0.021799024,0.0032719753,0.00084853405,0.0010117526,0.0009668244,0.00037144957,0.00022153217,0.00023475007,0.0003577649,0.00074385176,0.0010974872,0.0007444274,0.00051152555,0.00025425095,0.0006320691,0.0021527547,0.0013022035,0.001714015,0.0041348925,0.005455347,0.0018639775,0.0006606172,0.000533197,0.00096173486,0.00076003623,0.0004716173,0.0009415224,0.0010506063,0.0007398505,0.0012165091,0.0010582354,0.0010018818,0.0006126894,0.0005153651,0.00037593782,0.00029507154,0.0012587137,0.0010779748,7.504149e-05,7.263967e-05,0.00015485339,0.00011405062,0.00015673305,0.00012931784,0.00045425427,0.00077307806,0.00067479286,0.00074143545,0.0003645694,0.00022335272,0.000103002756,0.00011371426,0.00010458717,0.00011328503,0.00017268004,0.00020640805,0.00022839008,0.00031812742,0.00042911334,0.00036243806,0.00052372983,0.00013668652,6.6075656e-05,2.2777765e-05,1.4133853e-05,1.808141e-05,2.6793168e-05,4.509154e-05,5.7661353e-05,4.6033227e-05,9.787931e-05,9.174676e-05,5.4557662e-05,7.015472e-05,3.638281e-05,2.6660438e-05,3.135653e-05,4.3713822e-05,3.7662463e-05,2.4087396e-05,1.8307266e-05,1.24097e-05,9.3107e-06,6.7920128e-06,4.8771935e-06,4.5835104e-06,5.4624174e-06,5.354742e-06,7.808801e-06,5.948885e-06,3.6362615e-06,2.444566e-06,3.1351399e-06,3.4018021e-06,3.847718e-06,2.937946e-06,1.917334e-06,2.0348452e-06,4.566794e-06,7.310437e-06,6.269766e-06,4.5085562e-06,3.7896046e-07,neutral
-660.23035,63.325817,-2.630457,17.983355,9.407704,-0.9814981,-2.3246973,-6.8480315,-14.13367,-2.2003322,0.4857544,-3.5897148,0.7036759,-4.296376,-0.5792638,0.16835223,-5.5569296,-1.375436,-2.4312057,0.39963505,-6.5191474,-1.1592472,-2.423798,-5.6531844,-0.87866426,-2.0320818,-5.7213798,1.300427,-2.8386805,0.05838481,-1.7864136,-3.1133716,-2.5567517,-2.9351122,-3.6549628,-0.98804826,-1.4998254,-3.617125,-3.751694,-2.7309139,0.5790991,0.552073,0.48925027,0.47999355,0.52968794,0.47419223,0.5110676,0.5535572,0.60415274,0.58989364,0.5873706,0.5532595,2.126837e-06,9.321395e-05,0.0039957603,0.021953052,0.060164783,0.033966664,0.003986905,0.012777757,0.034451816,0.048669517,0.041580483,0.010069802,0.0070857336,0.0073055774,0.02766554,0.04646061,0.05903874,0.022846954,0.012621408,0.012186044,0.023639046,0.030158276,0.009430788,0.0019810044,0.0044415197,0.02128952,0.02032391,0.003342617,0.00038104662,0.00040994983,0.0006144535,0.0004641514,0.00021137297,0.00019732809,0.00047437678,0.0007169494,0.0007612441,0.0012418866,0.00057855883,0.00025713802,0.0005172149,0.002092659,0.006827969,0.005055804,0.0019093301,0.002554468,0.0017402275,0.0010045882,0.00065902964,0.0005032199,0.0017048551,0.0008306102,0.0006741181,0.0008560453,0.0009822182,0.0016600601,0.00046629828,0.00040261552,0.00071812933,0.00038453922,0.00012166591,0.0005231727,0.00040290452,6.279915e-05,0.00010342357,0.00016936888,9.354909e-05,0.0001321437,9.080459e-05,0.0002931422,0.00026607246,0.000326138,0.00065640616,0.0004551572,0.0003182112,0.000103114064,0.00012421302,7.6083285e-05,7.94923e-05,0.000112773916,0.00015948077,0.00018701059,0.000298044,0.0002319446,0.00033568835,0.0004519684,0.00038067973,0.0001509272,5.5420718e-05,2.1762851e-05,1.3483566e-05,3.0120407e-05,6.508593e-05,9.3583716e-05,5.7756348e-05,3.5248097e-05,4.2027306e-05,6.0181985e-05,7.258114e-05,2.4242387e-05,2.4606614e-05,2.822223e-05,2.5758145e-05,3.672327e-05,3.9074934e-05,3.0000172e-05,1.8550676e-05,1.7160466e-05,7.216177e-06,5.8340065e-06,5.3316385e-06,4.065238e-06,7.5722387e-06,8.610039e-06,5.5486166e-06,4.6126147e-06,5.046644e-06,5.160196e-06,6.2576496e-06,6.1328733e-06,6.177153e-06,5.8434553e-06,6.12855e-06,1.0661683e-05,8.464699e-06,9.62706e-06,4.8673137e-06,3.7352046e-07,neutral
-661.9645,66.65587,-0.93215793,14.899042,5.3247027,0.47434273,-3.3466516,-7.1025248,-12.873403,-5.088379,0.0013454199,-3.964232,1.5700024,-4.519395,-2.7574663,0.7277308,-6.1253796,-3.963368,-0.18352358,-0.1292758,-6.4628143,-1.356646,-2.4518979,-4.0212307,-1.6523414,-0.5191881,-5.061178,-0.47720954,-2.6639094,-0.45191893,-2.2644928,-2.6436503,-2.9371676,-2.361648,-3.3451042,-2.4260595,-1.4600126,-3.2813094,-4.208614,-2.7262056,0.6253465,0.573268,0.57023597,0.5782061,0.5051393,0.4788987,0.53691673,0.598972,0.61249703,0.5174653,0.50538725,0.57784116,3.5915452e-06,7.1486545e-05,0.0040510716,0.025899164,0.05891998,0.018817028,0.0043297834,0.02568175,0.03175982,0.05897118,0.041433442,0.017125968,0.011901947,0.008469846,0.037085906,0.059624888,0.035102572,0.01044251,0.018904747,0.06593872,0.055980023,0.0068852366,0.007025996,0.071342245,0.05882356,0.03620591,0.006332661,0.001055123,0.0024921803,0.0013324708,0.0025478378,0.0017193784,0.0004976581,0.0009411802,0.00065863767,0.00060302776,0.0005523117,0.0010353201,0.0020729245,0.0013167446,0.002885223,0.0034287502,0.020109361,0.018120762,0.004263195,0.0020972926,0.0027916164,0.0012309717,0.0006146117,0.001432265,0.0014349989,0.000848171,0.0014790033,0.00042104075,0.001064817,0.000930257,0.0005032496,0.0003446483,0.00014269017,0.00015040518,0.00017514329,0.00014758036,0.00025469504,0.00021164404,0.0001584372,0.00016865843,0.00012233762,0.0001333521,0.00017040777,0.0003777324,0.000456395,0.00060824916,0.00070683204,0.00026895507,0.00013112719,7.724328e-05,7.3967014e-05,5.7218578e-05,6.124037e-05,0.000110127745,0.00011936462,0.0002042493,0.00043936804,0.0005468222,0.0006757504,0.0005157724,0.00023977157,0.0001345485,0.00013489425,7.2658e-05,7.090464e-05,0.00012802766,0.00025364006,0.00043451358,0.00033590352,0.00042366466,0.0009093112,0.00069184304,0.00034855146,0.00023801051,0.00017686983,0.00011481994,0.00011802751,0.00010441412,0.00011621806,0.00013859877,0.00012823324,7.4345124e-05,4.54089e-05,2.43722e-05,3.8292124e-05,2.9231542e-05,2.297709e-05,2.1042768e-05,1.606719e-05,1.0347954e-05,7.394453e-06,5.9184617e-06,9.857024e-06,1.1514888e-05,1.1590828e-05,1.3693866e-05,1.7824574e-05,2.491731e-05,4.3612665e-05,2.8488996e-05,1.5793456e-05,1.3156848e-06,neutral
-657.72235,65.03519,3.1486723,15.666511,7.5826573,2.628087,-1.850069,-7.477578,-11.976264,-4.458463,0.47438186,-2.4187021,0.2018811,-4.021397,-2.4247108,1.2347196,-5.7347455,-2.6751387,-0.21636836,-0.62678355,-5.7387567,-2.3356442,-1.8039048,-3.3132305,-2.4136574,-1.2878957,-5.5550337,-0.63119036,-2.7793753,0.6800428,-2.9185774,-2.8496115,-3.5914874,-3.1040156,-3.4957066,-1.6284108,-1.3048784,-3.0327938,-3.9739642,-3.8617795,0.6324296,0.5839924,0.53082174,0.52784216,0.5520414,0.55352956,0.53123266,0.5881037,0.5883212,0.54622644,0.57344604,0.5809369,2.7904648e-06,8.4163716e-05,0.007079671,0.033930104,0.07664217,0.016332166,0.0031645373,0.017274454,0.02832856,0.037391815,0.015167588,0.008076899,0.013130879,0.020351725,0.049176067,0.04769392,0.019091439,0.023066487,0.015734408,0.055860113,0.0445561,0.0056117764,0.0016439134,0.03384137,0.086595505,0.05059688,0.006746754,0.00088150613,0.005191632,0.010124966,0.003228933,0.00041847327,0.00014117829,0.001193399,0.0036183873,0.002860955,0.0010695014,0.00058462186,0.0010253416,0.0010492919,0.0013988452,0.0016866063,0.006218168,0.015291373,0.004790865,0.0030076122,0.0035037014,0.0033226905,0.0017594146,0.0009098445,0.0008719777,0.0010779167,0.0017942233,0.00097341614,0.0007905524,0.001061625,0.0006148403,0.0005778995,0.00019000571,8.2010556e-05,9.270879e-05,0.00011797501,0.00014291215,8.061457e-05,5.9299247e-05,8.4032035e-05,0.00010555134,0.00011034853,0.00014895933,0.0002786746,0.00030323444,0.00049521704,0.0009725927,0.0013475685,0.00036391863,0.00012320302,9.030391e-05,9.0654954e-05,6.0582548e-05,8.4079795e-05,9.9754056e-05,0.00017979673,0.00031020422,0.00032970967,0.00033731168,0.00050422986,0.0005070042,0.00038355368,0.00016146779,0.00016524257,0.00013893153,0.00017191151,0.00013078463,0.0003232457,0.0006027026,0.0004771241,0.0004264832,0.00037730506,0.0001981191,0.00018566137,0.00016379975,0.00014472305,0.0001719517,0.00018734651,0.000116435964,6.324199e-05,6.327968e-05,5.7764722e-05,2.3424891e-05,1.657848e-05,1.6803497e-05,3.608842e-05,4.112752e-05,2.5129164e-05,2.5267136e-05,2.8195343e-05,1.9999932e-05,1.4791345e-05,1.5229782e-05,1.8616129e-05,1.7416156e-05,2.328475e-05,7.517766e-05,3.758563e-05,3.5015295e-05,3.7204212e-05,2.1627357e-05,1.4747195e-06,neutral
-694.5796,72.531715,3.1045616,17.112118,9.077339,1.8362565,-4.1460867,-4.797151,-11.764124,-5.92548,0.92036,-3.949307,0.51349837,-4.053604,-0.62032586,1.7735198,-6.5415163,-0.9221462,-1.4762516,-1.9375762,-5.5625534,-1.5466841,-3.2701263,-5.0892906,-2.0948455,-1.4452754,-5.67108,1.5286288,-3.601097,0.57211053,-2.5071297,-1.4058732,-2.2903452,-2.8791435,-2.0690923,-0.54446405,-2.0738165,-2.080611,-4.573941,-3.246941,0.46033216,0.5033582,0.54404926,0.49674982,0.4867016,0.5125574,0.48019728,0.5039139,0.5315923,0.5713825,0.62483776,0.57510906,2.8344086e-06,4.611426e-05,0.0015083815,0.014051226,0.026311565,0.028849598,0.003601762,0.010064587,0.021236803,0.016942615,0.016968355,0.023717664,0.005503147,0.0034178298,0.0067898696,0.01239207,0.019505113,0.026601348,0.0054236487,0.002025665,0.0020741082,0.011920881,0.009447824,0.0010946646,0.00040881915,0.001870432,0.0061212205,0.0035507637,0.00060278666,0.00025407763,0.00036042568,0.00032317787,0.00014452254,7.305296e-05,0.00012938447,0.00025709168,0.000164448,0.0005019778,0.00023442847,0.0001118818,0.00022024797,0.0002442648,0.0012213787,0.0018112449,0.0004058983,0.00013472895,0.0002554755,0.00105988,0.00025700664,9.054306e-05,0.0005272153,0.00031079518,0.000101582555,0.000754025,0.0010316817,0.0001400308,0.00021403226,0.00028383575,0.00025683566,0.00019409011,0.00055681576,0.0009892043,0.00010910946,8.951849e-05,8.777754e-05,6.250954e-05,7.463749e-05,0.00012276975,0.000102484126,0.00017369566,0.0001470178,0.0002980713,0.00038209502,0.00018183382,0.00017305052,6.679806e-05,5.725883e-05,2.3893019e-05,1.6403908e-05,1.3803869e-05,1.7104783e-05,2.4107037e-05,3.902867e-05,4.8866867e-05,6.55529e-05,9.518544e-05,9.097749e-05,6.716554e-05,2.648321e-05,7.705103e-06,6.4326396e-06,1.0983243e-05,1.7179955e-05,2.4356326e-05,2.56241e-05,2.0285292e-05,5.3223015e-05,3.77228e-05,3.534174e-05,2.4265191e-05,4.017984e-05,3.788495e-05,5.865184e-05,6.4014894e-05,4.7458754e-05,4.3493746e-05,3.8482365e-05,1.5724032e-05,7.4797344e-06,7.4724308e-06,6.6944976e-06,6.9946327e-06,7.1671034e-06,6.2702666e-06,7.1597624e-06,7.736458e-06,3.6002361e-06,3.162132e-06,5.3218864e-06,4.8186703e-06,3.7037325e-06,9.747914e-06,5.0128e-06,3.1934176e-06,3.955487e-06,4.4800054e-06,2.9042596e-06,2.2846991e-07,calm
-676.02344,80.26263,2.5032032,13.3088665,11.569082,1.1933577,-5.3659854,-5.692615,-9.998198,-5.729335,1.9533231,-2.9317298,-0.27833593,-4.232111,-2.0333169,1.1834759,-5.973,-2.6199803,-1.0506546,-1.7569709,-5.5581822,-2.149296,-3.1298778,-5.115853,-2.582557,-1.6264858,-5.361411,0.38478878,-3.4677882,0.323542,-4.073999,-2.7750332,-4.0516677,-4.126582,-4.4944887,-1.4400599,-2.5257034,-3.6805167,-5.1545353,-4.82557,0.49914867,0.52591085,0.5097926,0.60531974,0.58280873,0.52427334,0.56624407,0.6093341,0.59672564,0.5575917,0.55395937,0.5429035,2.0074726e-06,7.9491205e-05,0.0075865095,0.023510396,0.01828609,0.03684481,0.008734618,0.013277331,0.008513933,0.0075004124,0.011647433,0.031919766,0.009210218,0.0016474981,0.0051084147,0.0088472925,0.010757149,0.037194386,0.025255298,0.008490762,0.0042002625,0.0013869486,0.0032389713,0.011945903,0.0058080005,0.00270818,0.0017215416,0.0026313036,0.005484584,0.0019622548,0.00035176723,0.00022193686,0.00011615477,0.00013193979,0.00032240173,0.00038742658,0.00042361856,0.00065124664,0.00074585434,0.00044688297,0.0003743116,0.0006798041,0.0015924444,0.0010432734,0.00036657372,0.0005140508,0.0004477705,0.00014378996,0.00024521648,0.00084157963,0.00073546683,0.0002871478,0.00031130383,0.00046782638,0.00021282729,0.00044288673,0.0002897601,0.00023588358,0.00046472962,0.00040109418,0.0002899099,0.000522993,0.00066231866,7.1357405e-05,6.5713546e-05,0.000106378706,6.5008695e-05,5.8119625e-05,0.000103851045,0.00010109696,0.0003376006,0.0002342943,0.00030186152,0.00023532723,0.00010812847,7.355237e-05,3.8185768e-05,3.686636e-05,1.5952777e-05,2.1848615e-05,2.2380258e-05,3.373172e-05,5.2467625e-05,6.408307e-05,0.00012395756,0.00016590452,8.42916e-05,3.4416655e-05,1.389106e-05,5.274483e-06,3.2920257e-06,2.8491256e-06,4.2352867e-06,1.2120023e-05,2.98054e-05,3.182529e-05,2.27805e-05,2.9673081e-05,2.680365e-05,2.2233655e-05,1.9548874e-05,1.49902935e-05,2.237292e-05,4.1490635e-05,3.6842815e-05,2.4565568e-05,1.8260063e-05,1.2920392e-05,8.897272e-06,4.35619e-06,4.905373e-06,2.4977987e-06,4.4202534e-06,6.004864e-06,5.5763953e-06,4.0055256e-06,3.3759786e-06,3.3750568e-06,3.3395245e-06,4.5999577e-06,4.7296144e-06,3.6803924e-06,3.6124932e-06,5.3747726e-06,7.214713e-06,8.90003e-06,4.447282e-06,3.7297585e-07,calm
-666.6185,75.51372,0.7542205,15.570237,6.6388936,3.128689,-1.8389338,-5.8404155,-10.310458,-5.5001116,2.0212367,-2.0762115,1.4491687,-5.4239283,1.5644327,-0.05036081,-7.4645844,-3.1895034,-0.2026801,-2.1165664,-6.9647255,-1.7746927,-2.7236187,-3.8337162,-2.7718694,-1.2965733,-6.3496385,0.99102587,-4.507697,-0.2028317,-3.7652102,-2.0190783,-2.9941037,-3.6608634,-4.882985,-2.326971,-2.525656,-2.6970363,-5.524481,-3.400655,0.49122387,0.516663,0.5253331,0.55042136,0.5287396,0.49878868,0.4799908,0.5289148,0.54302615,0.54093635,0.5452244,0.5435961,2.2328056e-06,0.000100680314,0.009364966,0.06027224,0.037821956,0.0022446176,0.0041827145,0.035883095,0.05103457,0.013869251,0.0046156175,0.008767531,0.018210523,0.01621078,0.012770708,0.013578627,0.012040075,0.01255836,0.015998337,0.01587652,0.026531361,0.015991554,0.0140183065,0.017418772,0.024281615,0.029242044,0.009676449,0.0067964536,0.008917414,0.0020056593,0.00049853337,0.0006990558,0.0017748405,0.0014897574,0.0010871111,0.0005501098,0.0012946973,0.0012580099,0.00050065,0.00086950394,0.0039112987,0.0062970454,0.007703307,0.012427834,0.0064965524,0.0022275762,0.0022491165,0.0031058905,0.0013963735,0.0013038963,0.0013119773,0.001057253,0.0012838586,0.00066116865,0.00068614737,0.0009882809,0.00055572577,0.0011770957,0.00047411694,0.00021903435,0.0001453653,5.9973638e-05,8.666517e-05,4.0412877e-05,9.021148e-05,6.298828e-05,8.7235705e-05,7.046798e-05,0.00016557019,0.00030043596,0.00028439582,0.00048409484,0.00038027114,0.0003747983,0.000478636,0.00027397202,0.00011243038,5.4371085e-05,4.2945467e-05,4.3989385e-05,4.0927986e-05,6.251175e-05,6.890869e-05,9.314067e-05,0.00016571984,0.00020761261,0.00019616933,0.0001527369,8.507373e-05,4.116627e-05,4.403524e-05,7.926723e-05,0.00011191926,0.0002748394,0.000991166,0.0025609627,0.0024634607,0.0011539015,0.0006617466,0.00040550402,0.00023701543,0.00016982634,0.0001594326,0.00022865436,0.00021313867,0.00018317078,0.00013850667,7.451293e-05,3.947518e-05,5.5155095e-05,3.975546e-05,2.6199694e-05,2.832809e-05,2.0785916e-05,1.3549775e-05,7.931057e-06,4.882733e-06,7.2412167e-06,9.853341e-06,1.0249161e-05,1.1324119e-05,1.654385e-05,4.0129293e-05,6.712196e-05,0.00011239128,0.00014256158,4.7582787e-05,3.0852736e-06,calm
-667.1171,79.26518,0.21456456,14.969451,8.738844,1.6147742,-1.5327643,-7.318048,-9.807105,-5.784626,0.6266259,-2.4500756,1.2911065,-4.725026,0.25915202,0.99324644,-6.7559447,-2.528209,-0.9139521,-1.5174524,-7.6917267,-1.9538151,-2.9422507,-2.5979006,-3.1744,-0.9015694,-5.1737785,0.15214328,-4.5642843,-0.108753026,-4.1977763,-2.1417785,-2.658834,-3.096152,-4.1241503,-2.103049,-1.4097147,-2.7554288,-4.0432625,-3.9080098,0.5002538,0.52008617,0.50922006,0.4968913,0.4740705,0.47624236,0.53920025,0.55737233,0.59546405,0.56474835,0.563372,0.4781822,4.7920485e-06,9.450496e-05,0.0073549775,0.07635169,0.051242918,0.0022655881,0.0038676136,0.04420022,0.069026336,0.015736224,0.0028791227,0.008060958,0.018702095,0.017168198,0.008190269,0.013023369,0.018333783,0.024667691,0.039223593,0.020738656,0.04134709,0.032620747,0.028972896,0.029516399,0.02738167,0.020292183,0.0064474097,0.0017426675,0.001639507,0.0010670626,0.0008698944,0.0007479799,0.0010483019,0.0011541676,0.0004539883,0.00039367203,0.00078141835,0.0012790813,0.0006833719,0.00048274058,0.001947839,0.004141719,0.00644155,0.0068239686,0.007088192,0.0023387799,0.0014420217,0.0015932191,0.0018716474,0.0014019094,0.0009483996,0.00042926345,0.00072752865,0.0006874486,0.0004312019,0.00052087003,0.00085364416,0.0007605883,0.00015068981,0.00017800073,0.0001936041,7.656144e-05,0.00012742303,3.164664e-05,8.327012e-05,5.3519976e-05,0.000107439686,6.492727e-05,0.00014295398,0.00018319937,0.00024933368,0.0003610883,0.00047062253,0.00045970344,0.00036694758,9.918212e-05,5.987674e-05,4.112235e-05,4.0204508e-05,4.7514837e-05,5.875939e-05,8.373728e-05,9.7699376e-05,0.00013410377,0.00014554062,0.00013308655,0.00020655303,0.00020338822,5.6621866e-05,3.937188e-05,3.1931842e-05,4.620951e-05,8.227574e-05,0.000220686,0.00034191564,0.00033547726,0.0005655941,0.00054752367,0.00026839838,0.00010509031,0.00011386831,8.858809e-05,7.800224e-05,9.159381e-05,0.00010579488,8.872691e-05,4.4391818e-05,4.272312e-05,2.8579514e-05,2.3066206e-05,1.7472947e-05,1.5239247e-05,3.8068814e-05,3.7036523e-05,1.6789956e-05,8.055426e-06,3.6030733e-06,3.0562978e-06,3.4572504e-06,7.4607715e-06,1.0364481e-05,2.3231072e-05,2.8413484e-05,3.0572774e-05,3.004639e-05,3.545118e-05,2.022351e-05,1.8047907e-06,calm
-687.39374,86.30303,4.9101667,16.588545,11.206295,2.0070603,-4.878831,-3.8133452,-7.948537,-5.7055464,2.2010863,-0.16574484,-0.34436622,-4.7770615,0.16891803,0.49595395,-2.4586957,-3.282157,-0.5189234,1.2123777,-8.704742,-0.0055117095,-3.3424683,-4.883253,-2.336305,-1.0039864,-4.046401,1.1709553,-3.9957614,0.20260508,-4.313591,-3.5529664,-4.675297,-2.6140013,-6.5780973,0.5700447,-3.575355,-3.0310507,-5.966482,-3.9765954,0.45302793,0.49797076,0.5282744,0.5300182,0.5573741,0.58249164,0.59254456,0.6717394,0.6025077,0.4869306,0.5037484,0.5328062,4.4577414e-06,0.0001241296,0.01417225,0.03980043,0.01431352,0.00078326947,0.004240855,0.01311077,0.019801144,0.0053639025,0.0054563354,0.0054883473,0.011932107,0.009387343,0.004681503,0.0042543444,0.002752689,0.011392861,0.0093004275,0.003250335,0.0029128597,0.0038293358,0.0019078684,0.0009336483,0.0022145717,0.0042437413,0.001250703,0.0006038419,0.0015171809,0.0011980783,0.0003677692,0.00016802212,0.0001480082,0.00019041367,0.00020411109,0.00020479006,0.0002650055,0.0006358296,0.0004276412,0.00016001376,0.00024390289,0.00058179063,0.0009786366,0.0007425588,0.0003358085,0.0001850904,0.00021213091,0.00011156024,0.00029520495,0.00024852727,0.00014055378,0.00017937738,0.00025849108,8.96679e-05,0.00013647744,0.00022462907,0.00012397955,0.00023765342,0.0002523943,0.00018532728,9.04653e-05,0.00031800434,5.8173027e-05,4.721416e-05,3.1598378e-05,5.9489095e-05,6.206629e-05,5.866112e-05,6.951628e-05,0.00013088701,0.0001432307,0.00023774218,0.00011830409,6.016674e-05,3.3028213e-05,3.0770694e-05,3.4797242e-05,2.3501227e-05,8.974572e-06,1.6412454e-05,1.8022116e-05,1.541406e-05,2.9064991e-05,3.600133e-05,6.0418814e-05,5.6921745e-05,2.888684e-05,9.951803e-06,5.152368e-06,3.0386707e-06,2.4987833e-06,4.896239e-06,6.8769314e-06,1.6358495e-05,2.7337122e-05,3.736499e-05,4.2035397e-05,3.5873134e-05,1.9519628e-05,1.70653e-05,1.9526702e-05,1.3808596e-05,2.0574922e-05,2.185776e-05,1.0645917e-05,1.0464798e-05,1.1807507e-05,5.8170795e-06,3.2439427e-06,2.8407399e-06,3.8099474e-06,3.604862e-06,4.8629304e-06,3.89212e-06,4.095616e-06,3.385165e-06,2.1996007e-06,1.2724794e-06,1.402226e-06,1.4299306e-06,1.4061975e-06,1.690953e-06,2.6449238e-06,4.841567e-06,5.536712e-06,6.1476044e-06,3.902036e-06,2.3145813e-07,calm
-632.44934,89.4056,-0.7624836,15.570318,9.038041,0.53648245,-6.240004,-8.146271,-10.77365,-6.5939755,3.489904,-2.0718486,-1.5570123,-6.2938633,-0.25939977,-1.2985004,-5.4691114,-3.0567813,-1.1076869,-0.447974,-8.642469,0.058578257,-2.918598,-4.8966184,-3.2286775,-2.0899036,-6.127,0.17608719,-3.652066,-0.9486785,-5.3322268,-3.298052,-5.7123275,-3.8766248,-7.0523615,-1.5666845,-2.7754607,-3.0271728,-5.9903073,-4.581634,0.45913884,0.47721672,0.4412939,0.49945503,0.5048714,0.4881661,0.5096193,0.5796391,0.56327856,0.49092367,0.4494858,0.4486363,2.682718e-06,8.381197e-05,0.0068574282,0.03170534,0.039379347,0.0048589073,0.0016144704,0.010807145,0.015394678,0.026197981,0.008734359,0.0039273123,0.0044034417,0.0062235417,0.03565972,0.021421108,0.002144503,0.0032206336,0.0051769135,0.006776399,0.003482096,0.001650193,0.003288854,0.0043889023,0.0016038013,0.0015571994,0.0020060209,0.0018281628,0.0010193575,0.00048410095,0.00042930237,0.00028350035,0.00020350261,0.00020278884,0.00033796486,0.00042864887,0.00045245411,0.00043756535,0.000289849,0.0002657048,0.00056735036,0.00061088265,0.0006809143,0.0005106071,0.0003342716,0.0005078925,0.00029686422,0.0002001063,0.00068257994,0.0002692618,0.00016767309,0.0005038687,0.00036804337,0.00011481141,0.00035783026,0.00036774095,0.00014402998,0.00032695004,0.00021840594,0.00013411198,0.00011362624,0.00013772496,4.7415575e-05,2.7659822e-05,3.6532725e-05,3.504332e-05,4.117833e-05,2.6146463e-05,8.147319e-05,0.000108709566,0.00011967938,0.00011955782,0.00011231367,8.4420535e-05,5.4579858e-05,4.2529504e-05,3.4216348e-05,2.2931663e-05,1.2737671e-05,1.36587105e-05,1.9931656e-05,2.0794774e-05,2.2513226e-05,2.3199835e-05,4.2787688e-05,5.2418087e-05,3.2621676e-05,1.9592862e-05,1.0539327e-05,6.1881683e-06,7.22652e-06,1.11117115e-05,1.2720892e-05,2.1935297e-05,4.6602163e-05,4.5238863e-05,9.532972e-05,0.000102722304,0.00015044736,0.000121499426,9.102313e-05,0.00010605336,0.00014032974,8.09829e-05,9.591537e-05,4.8464546e-05,3.698439e-05,2.592609e-05,1.4432767e-05,8.4867315e-06,6.5409413e-06,9.9379895e-06,1.1445715e-05,1.6824815e-05,1.2441444e-05,5.094855e-06,3.3094755e-06,5.195113e-06,5.382034e-06,3.5807548e-06,2.273905e-06,4.4309827e-06,7.3473866e-06,9.441094e-06,1.4180441e-05,1.9568972e-05,1.1367318e-05,5.292955e-07,calm
